title,address,price,count_rooms,floor,type_obj,square,publication_date,link,images
"Сдается посуточно студия, 18 м², Москва, улица Гостиничная, 4АК8"," г. Москва Марфино ул Гостиничная
4АК8",2 500 ₽ в сутки,1,3/5,студия,18 м²,12 сентября 2020,https://move.ru/objects/moskva_ulica_gostinichnaya_d_4ak8_6845266123/,"['https://static-i6.move.ru/images/items/1000364853/6845266123/800x600/nd_5f5cb4b6223d0.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6845266123/800x600/nd_5f5cb4b5eabc2.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6845266123/800x600/nd_5f5cb4b62ec82.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6845266123/800x600/nd_5f5cb4b6376c0.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6845266123/800x600/nd_5f5cb4b63f852.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6845266123/800x600/nd_5f5cb4b65142a.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6845266123/800x600/nd_5f5cb4b659154.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6845266123/800x600/nd_5f5cb4b6618a6.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6845266123/800x600/nd_5f5cb4b66d52e.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6845266123/800x600/nd_5f5cb4b675ecc.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6845266123/800x600/nd_5f5cb5d0ae3e5.jpeg']"
"Аренда студии на сутки, 36 м², Москва, улица Юных Ленинцев, 47к4"," г. Москва, ул. Юных Ленинцев, Дом 47, Корпус 4",1 599 ₽ в сутки,1,3/14,студия,36 м²,31 мая 2020,https://move.ru/objects/moskva_ulica_yunyh_lenincev_d_47k4_6839987690/,"['https://static-i6.move.ru/images/items/1000364853/6839987690/800x600/nd_5ed395107d81f.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6839987690/800x600/nd_5ed3951090b97.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6839987690/800x600/nd_5ed395109d5d4.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6839987690/800x600/nd_5ed39510a9fb3.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6839987690/800x600/nd_5ed39510b5216.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6839987690/800x600/nd_5ed39510bfc88.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6839987690/800x600/nd_5ed39510cd10c.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6839987690/800x600/nd_5ed39510d98a5.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6839987690/800x600/nd_5ed39510e3b5d.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6839987690/800x600/nd_5ed39510efcf4.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6839987690/800x600/nd_5ed395837cae8.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6839987690/800x600/nd_5ed395839f331.jpeg']"
"Сдаем посуточно квартиру, 36 м², Москва, улица Декабристов, 8к1"," г. Москва, ул. Декабристов, Дом 8, Корпус 1",1 980 ₽ в сутки,1,2/12,квартира,36 м²,13 июля 2020,https://move.ru/objects/moskva_ulica_dekabristov_d_8k1_6841923054/,"['https://static-i6.move.ru/images/items/1000364853/6841923054/800x600/nd_5f0ca2e9db7fa.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6841923054/800x600/nd_5f0ca2ea1d87c.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6841923054/800x600/nd_5f0ca2ea28696.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6841923054/800x600/nd_5f0ca2ea30414.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6841923054/800x600/nd_5f0ca2ea3a66b.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6841923054/800x600/nd_5f0ca2ea418dc.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6841923054/800x600/nd_5f0ca2ea4a9de.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6841923054/800x600/nd_5f0ca2ea5305d.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6841923054/800x600/nd_5f0ca2ea60f38.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6841923054/800x600/nd_5f0ca2ea6809d.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6841923054/800x600/nd_5f0ca2ea6f941.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6841923054/800x600/nd_5f0ca2ea7afac.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6841923054/800x600/nd_5f0ca2ea86345.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6841923054/800x600/nd_5f0ca2ea8e309.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6841923054/800x600/nd_5f0ca2ea9814f.jpeg']"
"Сдается посуточно квартира, 39 м², Москва, улица Полярная, 20к1"," г. Москва, ул. Полярная, Дом 20, Корпус 1",2 280 ₽ в сутки,1,3/14,квартира,39 м²,20 мая 2019,https://move.ru/objects/moskva_ulica_polyarnaya_d_20k1_6822887493/,"['https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e4bec6b6b.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e3c2b8d19.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e3c2e3796.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e3c3078f4.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e3c321e5f.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e3c33a04a.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e3c35a9c1.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e42146f3c.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e42183ed1.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e4219cfef.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e421b9f43.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e421d78c5.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e4220e444.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e47daa918.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e47dd27c4.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e47e013d9.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e47e2344f.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e4bf19036.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e4bf2e4e2.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e4bf42d81.jpeg']"
"Аренда квартиры на сутки, 21 м², Москва, улица Гостиничная, 4Ак8"," г. Москва Марфино ул Гостиничная
4Ак8",2 180 ₽ в сутки,1,4/5,квартира,21 м²,7 ноября 2019,https://move.ru/objects/moskva_ulica_gostinichnaya_d_4ak8_6831246175/,"['https://static-i6.move.ru/images/items/1000364853/6831246175/800x600/nd_5dc4572a2eb4f.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6831246175/800x600/nd_5dc4572a5a21d.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6831246175/800x600/nd_5dc4572a6362f.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6831246175/800x600/nd_5dc4572a6b526.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6831246175/800x600/nd_5dc4575caee2a.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6831246175/800x600/nd_5dc4575cdd1c7.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6831246175/800x600/nd_5dc4575ce5663.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6831246175/800x600/nd_5dc457717df74.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6831246175/800x600/nd_5dc45771ab276.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6831246175/800x600/nd_5dc45771b3db3.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6831246175/800x600/nd_5dc45771bbdf5.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6831246175/800x600/nd_5dc45771c3ab5.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6831246175/800x600/nd_5dc45771cb0e6.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6831246175/800x600/nd_5dc45771d1f02.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6831246175/800x600/nd_5dc45771ddf31.jpeg']"
"Сдам посуточно квартиру, 41 м², Москва, улица Полярная, 31с1"," г. Москва Северное Медведково ул Полярная
31с1",2 500 ₽ в сутки,1,1/1,квартира,41 м²,15 ноября 2018,https://move.ru/objects/moskva_ulica_polyarnaya_d_31s1_6813675387/,"['https://static-i6.move.ru/images/items/1000364853/6813675387/800x600/nd_5bedb651d416a.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813675387/800x600/nd_5bedb64762d82.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813675387/800x600/nd_5bedb64a66bc0.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813675387/800x600/nd_5bedb64c4cf45.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813675387/800x600/nd_5bedb64da6a86.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813675387/800x600/nd_5bedb64eee39c.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813675387/800x600/nd_5bedb6505d78e.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813675387/800x600/nd_5bedb6532ecb0.jpeg']"
"Сдаем посуточно апартаменты, 41 м², Москва, улица Полярная, 31С1"," г. Москва Северное Медведково ул Полярная
31С1",2 790 ₽ в сутки,1,6/6,апартаменты,41 м²,4 августа 2019,https://move.ru/objects/moskva_ulica_polyarnaya_d_31s1_6826560154/,"['https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6c95d66e.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6c8ea1e0.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6c91b738.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6c92182e.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6c928dc1.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6c950890.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6c956ed8.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6c96b446.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6c9727f4.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6c98281f.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6c989627.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6c9900bb.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6c99663c.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6c9d2f3d.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6c9dadbf.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6ca035dd.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6ca096b6.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6826560154/800x600/nd_5d46c6ca20518.jpeg']"
"Сдаю посуточно квартиру, 98 м², Москва, проспект Кутузовский, 30"," г. Москва Дорогомилово пр-кт Кутузовский
30",4 000 ₽ в сутки,3,5/11,квартира,98 м²,28 ноября 2020,https://move.ru/objects/moskva_prospekt_kutuzovskiy_d_30_6848107716/,"['https://static-i6.move.ru/images/items/1000741150/6848107716/800x600/nd_5fc2a0e79960b.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6848107716/800x600/nd_5fc2a0e753857.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6848107716/800x600/nd_5fc2a0e779f86.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6848107716/800x600/nd_5fc2a0e780ad5.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6848107716/800x600/nd_5fc2a0e7869bb.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6848107716/800x600/nd_5fc2a0e78c934.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6848107716/800x600/nd_5fc2a0e79312a.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6848107716/800x600/nd_5fc2a0e7a0ddb.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6848107716/800x600/nd_5fc2a0e7a6f8e.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6848107716/800x600/nd_5fc2a0e7ad58f.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6848107716/800x600/nd_5fc2a0e7b3981.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6848107716/800x600/nd_5fc2a0e7ba2ea.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6848107716/800x600/nd_5fc2a0e7c1392.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6848107716/800x600/nd_5fc2a0e7c7a17.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6848107716/800x600/nd_5fc2a0e7cdd24.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6848107716/800x600/nd_5fc2a0e7d40b0.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6848107716/800x600/nd_5fc2a0e7da7ba.jpeg']"
"Сдается посуточно квартира, 70 м², Москва, улица Космонавтов, 4"," г. Москва, ул. Космонавтов, Дом 4",2 400 ₽ в сутки,2,5/9,квартира,70 м²,27 января,https://move.ru/objects/moskva_ulica_kosmonavtov_d_4_6850214358/,"['https://static-i6.move.ru/images/items/1000741150/6850214358/800x600/nd_60112e19e5379.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6850214358/800x600/nd_60112e199ff99.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6850214358/800x600/nd_60112e19d6f8e.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6850214358/800x600/nd_60112e19dbf03.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6850214358/800x600/nd_60112e19ea9a4.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6850214358/800x600/nd_60112e19efcac.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6850214358/800x600/nd_60112e1a011aa.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6850214358/800x600/nd_60112e1a062ed.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6850214358/800x600/nd_60112e1a0bfe8.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6850214358/800x600/nd_60112e1a1141f.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6850214358/800x600/nd_60112e1a16473.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6850214358/800x600/nd_60112e1a1b383.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6850214358/800x600/nd_60112e1a20152.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6850214358/800x600/nd_60112e1a28b33.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6850214358/800x600/nd_60112e1a2da6e.jpeg', 'https://static-i6.move.ru/images/items/1000741150/6850214358/800x600/nd_60112e1a337f0.jpeg']"
"Сдаем посуточно квартиру, 45 м², Москва, улица Кастанаевская, 7"," г. Москва, ул. Кастанаевская, Дом 7",2 500 ₽ в сутки,1,7/12,квартира,45 м²,24 февраля,https://move.ru/objects/moskva_ulica_kastanaevskaya_d_7_6851439084/,"['https://static-i6.move.ru/images/items/1000759670/6851439084/800x600/nd_6036b75433d0f.jpeg', 'https://static-i6.move.ru/images/items/1000759670/6851439084/800x600/nd_6036b75446221.jpeg', 'https://static-i6.move.ru/images/items/1000759670/6851439084/800x600/nd_6036b754530ba.jpeg', 'https://static-i6.move.ru/images/items/1000759670/6851439084/800x600/nd_6036b75461bc4.jpeg', 'https://static-i6.move.ru/images/items/1000759670/6851439084/800x600/nd_6036b7546ff56.jpeg', 'https://static-i6.move.ru/images/items/1000759670/6851439084/800x600/nd_6036b754937ae.jpeg', 'https://static-i6.move.ru/images/items/1000759670/6851439084/800x600/nd_6036b754a360e.jpeg', 'https://static-i6.move.ru/images/items/1000759670/6851439084/800x600/nd_6036b754b37d8.jpeg', 'https://static-i6.move.ru/images/items/1000759670/6851439084/800x600/nd_6036b754d2b67.jpeg', 'https://static-i6.move.ru/images/items/1000759670/6851439084/800x600/nd_6036b754e19ab.jpeg', 'https://static-i6.move.ru/images/items/1000759670/6851439084/800x600/nd_6036b754ef7ea.jpeg', 'https://static-i6.move.ru/images/items/1000759670/6851439084/800x600/nd_6036b7550b257.jpeg', 'https://static-i6.move.ru/images/items/1000759670/6851439084/800x600/nd_6036b7551a422.jpeg', 'https://static-i6.move.ru/images/items/1000759670/6851439084/800x600/nd_6036b7552c225.jpeg', 'https://static-i6.move.ru/images/items/1000759670/6851439084/800x600/nd_6036b7553bc52.jpeg']"
"Сдается посуточно квартира, 36 м², Москва, улица Останкинская 2-я, 10"," г. Москва, ул. Останкинская 2-я, Дом 10",2 300 ₽ в сутки,9/16,квартира,вторичка,16 м²,25 февраля,https://move.ru/objects/moskva_ul_2-ya_ostankinskaya_d_10_6811984653/,"['https://static-i6.move.ru/images/items/1000364853/6811984653/800x600/nd_5ba6140e44d95.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6811984653/800x600/nd_5ba614f3418a9.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6811984653/800x600/nd_5ba6162d6cc98.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6811984653/800x600/nd_5ba6162fdce46.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6811984653/800x600/nd_5ba61631828fa.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6811984653/800x600/nd_5ba61633b3572.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6811984653/800x600/nd_5ba61635aa877.jpeg']"
"Сдам посуточно квартиру, 34 м², Москва, улица Енисейская, 17к1"," г. Москва, ул. Енисейская, Дом 17, Корпус 1",2 200 ₽ в сутки,8/9,квартира,вторичка,16 м²,25 февраля,https://move.ru/objects/moskva_ulica_eniseyskaya_d_17k1_6812804882/,"['https://static-i6.move.ru/images/items/1000364853/6812804882/800x600/nd_5bc991370c620.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6812804882/800x600/nd_5bc99137e74b6.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6812804882/800x600/nd_5bc991385576e.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6812804882/800x600/nd_5bc991456561d.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6812804882/800x600/nd_5bc991464b95c.jpeg']"
"Сдаю посуточно квартиру, 54 м², Москва, улица Кондратюка, 10"," г. Москва, ул. Кондратюка, Дом 10",3 000 ₽ в сутки,3/5,квартира,вторичка,22 м²,25 февраля,https://move.ru/objects/moskva_ulica_kondratyuka_d_10_6821496351/,"['https://static-i6.move.ru/images/items/1000364853/6821496351/800x600/nd_5cbed51cd618d.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821496351/800x600/nd_5cbed5237646e.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821496351/800x600/nd_5cbed52d34f32.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821496351/800x600/nd_5cbed53abacad.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821496351/800x600/nd_5cbed53f42279.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821496351/800x600/nd_5cbed5444577c.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821496351/800x600/nd_5cbed55111344.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821496351/800x600/nd_5cbed558a3800.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821496351/800x600/nd_5cbed55e7357f.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821496351/800x600/nd_5cbed57c37592.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821496351/800x600/nd_5cbed5862f7c2.jpeg']"
"Аренда 2-комнатной квартиры на сутки, 46 м², Москва, улица Авиационная, 68"," г. Москва, ул. Авиационная, Дом 68",2 990 ₽ в сутки,2,8/9,2.64 м,46 м²,27 апреля 2019,https://move.ru/objects/moskva_ulica_aviacionnaya_d_68_6821778485/,"['https://static-i6.move.ru/images/items/1000364853/6821778485/800x600/nd_5cc439857cb78.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821778485/800x600/nd_5cc4398586fea.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821778485/800x600/nd_5cc439858def3.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821778485/800x600/nd_5cc4398596b24.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821778485/800x600/nd_5cc439859fad8.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821778485/800x600/nd_5cc43985a67d3.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821778485/800x600/nd_5cc43985bd411.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821778485/800x600/nd_5cc43985c5831.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821778485/800x600/nd_5cc43985cec44.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821778485/800x600/nd_5cc43985d5fb2.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821778485/800x600/nd_5cc43985dc479.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821778485/800x600/nd_5cc43985edfcc.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821778485/800x600/nd_5cc439860063a.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821778485/800x600/nd_5cc43986079d6.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821778485/800x600/nd_5cc439860f0f3.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821778485/800x600/nd_5cc43986177e1.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6821778485/800x600/nd_5cc439861ecfd.jpeg']"
"Сдаю посуточно квартиру, 34 м², Москва, Большая Тульская, 54"," г. Москва
Большая Тульская 54",2 500 ₽ в сутки,9/17,квартира,вторичка,15 м²,25 февраля,https://move.ru/objects/moskva_ul_bolshaya_tulskaya_d_54_6819256376/,"['https://static-i6.move.ru/images/items/1000364853/6819256376/800x600/nd_5c892cdfc1e01.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6819256376/800x600/nd_5c892ce0e7922.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6819256376/800x600/nd_5c892ce204239.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6819256376/800x600/nd_5c892ce2c5778.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6819256376/800x600/nd_5c892ce3d8b17.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6819256376/800x600/nd_5c892ce4b829e.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6819256376/800x600/nd_5c892d34c927a.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6819256376/800x600/nd_5c892d3d66c6a.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6819256376/800x600/nd_5c892d4211485.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6819256376/800x600/nd_5c892d4612773.jpeg']"
"Аренда квартиры на сутки, 39 м², Москва, улица Грекова, 5"," г. Москва, ул. Грекова, Дом 5",2 300 ₽ в сутки,9/14,квартира,вторичка,15 м²,25 февраля,https://move.ru/objects/moskva_ul_grekova_d_5_6813352515/,"['https://static-i6.move.ru/images/items/1000364853/6813352515/800x600/nd_5be07a541b40e.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813352515/800x600/nd_5be07a4dd3757.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813352515/800x600/nd_5be07a520039e.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813352515/800x600/nd_5be07a52cce40.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813352515/800x600/nd_5be07a54bdf47.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813352515/800x600/nd_5be07a5619f5e.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813352515/800x600/nd_5be07a56b22aa.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813352515/800x600/nd_5be07a5744eff.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813352515/800x600/nd_5be07a57c3248.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813352515/800x600/nd_5be07a584b81e.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813352515/800x600/nd_5be07a59232c0.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813352515/800x600/nd_5be07a59d8759.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6813352515/800x600/nd_5be07a5acb266.jpeg']"
"Сдается посуточно квартира, 39 м², Москва, улица Полярная, 20к1"," г. Москва, ул. Полярная, Дом 20, Корпус 1",2 280 ₽ в сутки,1,3/14,квартира,39 м²,20 мая 2019,https://move.ru/objects/moskva_ulica_polyarnaya_d_20k1_6822887493/,"['https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e4bec6b6b.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e3c2b8d19.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e3c2e3796.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e3c3078f4.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e3c321e5f.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e3c33a04a.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e3c35a9c1.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e42146f3c.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e42183ed1.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e4219cfef.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e421b9f43.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e421d78c5.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e4220e444.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e47daa918.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e47dd27c4.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e47e013d9.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e47e2344f.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e4bf19036.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e4bf2e4e2.jpeg', 'https://static-i6.move.ru/images/items/1000364853/6822887493/800x600/nd_5ce2e4bf42d81.jpeg']"
