title,address,price,count_rooms,floor,type_obj,square,publication_date,link,images
"1-комн. квартира, Серпуховская Б. ул, 38с2","Москва, Серпуховская Б. ул, 38с2",40 000 руб.  в месяц,1,6 / 7,квартира,36 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-8-min-peshkom-ot-metro-dobryninskaya-advert763824388.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/72/71/01fd84450-604x453-763824388-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/72/71/6a1ad2209-600x428-763824388-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/72/71/a98ff32b7-425x357-763824388-orig.jpg']"
"3-комн. квартира, Ордынка Б. ул, 68","Москва, Ордынка Б. ул, 68",70 000 руб.  в месяц,3,6 / 7,квартира,65 м2,14 апреля,https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-65-kv-m-4-min-peshkom-ot-metro-dobryninskaya-advert763824592.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/91/f8/e1dd20402-604x403-763824592-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/91/f8/97f38d3ff-600x450-763824592-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/91/f8/fad7bad2d-600x425-763824592-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/91/f8/2245f6daf-604x453-763824592-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/91/f8/e26e3d505-604x453-763824592-orig.jpg']"
"1-комн. квартира, Профсоюзная ул, 85к1","Москва, Профсоюзная ул, 85к1",35 000 руб.  в месяц,1,3 / 9,квартира,38 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-38-kv-m-2-min-peshkom-ot-metro-belyaevo-advert763824617.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/e0/29/6d4c3b065-480x360-763824617-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/e0/29/f20a3fc4a-479x360-763824617-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/e0/29/b7c4ed7d3-479x360-763824617-orig.jpg']"
"2-комн. квартира, Балтийская ул, 4","Москва, Балтийская ул, 4",43 000 руб.  в месяц,2,7 / 8,квартира,42 м2,"сегодня, 00:25",https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-4-min-peshkom-ot-metro-sokol-advert763824624.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/06/2b/415081a57-640x442-763824624-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/06/2b/7f1abf7db-640x315-763824624-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/06/2b/0581fc814-270x437-763824624-orig.jpg']"
"2-комн. квартира, Каспийская ул, 30к4","Москва, Каспийская ул, 30к4",38 000 руб.  в месяц,2,6 / 9,квартира,45 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-45-kv-m-6-min-peshkom-ot-metro-caricyno-advert763824371.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/da/75/3cf9cf02c-380x285-763824371-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/da/75/f70742cac-380x507-763824371-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/da/75/4e7b5393e-380x507-763824371-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/da/75/8d0d0833b-380x284-763824371-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/da/75/264cc325d-800x600-763824371-orig.jpg']"
"2-комн. квартира, Салтыковская ул, 7к2","Москва, Салтыковская ул, 7к2",35 000 руб.  в месяц,2,3 / 7,квартира,42 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-8-min-peshkom-ot-metro-novokosino-advert763824376.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/ec/31/1f3b2089e-594x384-763824376-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/ec/31/1d1bbcc9f-640x480-763824376-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/ec/31/3115656f8-604x451-763824376-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/ec/31/8ba862654-387x351-763824376-orig.jpg']"
"4-комн. квартира, Зои и Александра Космодемьянских ул, 4к2","Москва, Зои и Александра Космодемьянских ул, 4к2",110 000 руб.  в месяц,4,6 / 9,квартира,90 м2,14 апреля,https://irr.ru/real-estate/rent/4-komnatnaya-kvartira-90-kv-m-5-min-peshkom-ot-metro-voykovskaya-advert763824547.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/f1/a4/7cf1089ce-450x600-763824547-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/f1/a4/7d8db789c-800x600-763824547-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/f1/a4/5d3a3a282-800x600-763824547-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/f1/a4/de799d5d6-800x600-763824547-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/f1/a4/808352c19-336x448-763824547-orig.jpg']"
"5-комн. квартира, Зоологическая ул, 18","Москва, Зоологическая ул, 18",300 000 руб.  в месяц,5,7 / 9,квартира,90 м2,14 апреля,https://irr.ru/real-estate/rent/5-komnatnaya-kvartira-90-kv-m-7-min-peshkom-ot-metro-barrikadnaya-advert763824489.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/15/34/acc326d6c-480x360-763824489-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/15/34/07b213b9e-480x360-763824489-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/15/34/c62f11b83-320x240-763824489-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/15/34/92763c9bd-480x360-763824489-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/15/34/56daca70d-480x360-763824489-orig.jpg']"
"2-комн. квартира, Новороссийская ул, 10","Москва, Новороссийская ул, 10",40 000 руб.  в месяц,2,3 / 9,квартира,45 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-45-kv-m-7-min-peshkom-ot-metro-lyublino-advert763824439.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/b3/14/500f47555-380x285-763824439-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b3/14/00f5372c0-380x507-763824439-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b3/14/276849d91-380x285-763824439-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b3/14/aa1bd36ba-380x266-763824439-orig.jpg']"
"3-комн. квартира, Каширское ш, 110к2","Москва, Каширское ш, 110к2",50 000 руб.  в месяц,3,4 / 9,квартира,80 м2,14 апреля,https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-80-kv-m-3-min-peshkom-ot-metro-domodedovskaya-advert763824631.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/c3/be/755068b69-600x448-763824631-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/c3/be/6ebbb9a2f-600x450-763824631-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/c3/be/7a9588542-450x600-763824631-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/c3/be/ee850ba2f-604x453-763824631-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/c3/be/f78d42adf-268x422-763824631-orig.jpg']"
"2-комн. квартира, Тарханская ул, 4к1","Москва, Тарханская ул, 4к1",35 000 руб.  в месяц,2,8 / 10,квартира,42 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-5-min-peshkom-ot-metro-zhulebino-advert763824370.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/f0/ac/b89cb5e18-800x533-763824370-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/f0/ac/033c023d9-800x533-763824370-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/f0/ac/721e1265c-800x533-763824370-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/f0/ac/71d9cbfff-540x600-763824370-orig.jpg']"
"4-комн. квартира, Лапина ул, 3","Москва, Лапина ул, 3",100 000 руб.  в месяц,4,2 / 6,квартира,80 м2,14 апреля,https://irr.ru/real-estate/rent/4-komnatnaya-kvartira-80-kv-m-8-min-peshkom-ot-metro-aviamotornaya-advert763824534.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/ee/27/4452955fa-800x600-763824534-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/ee/27/659e4ddc5-800x600-763824534-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/ee/27/c218bf8fc-640x480-763824534-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/ee/27/83d77084c-640x480-763824534-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/ee/27/235308e37-550x413-763824534-orig.jpg']"
"1-комн. квартира, Профсоюзная ул, 24к1","Москва, Профсоюзная ул, 24к1",35 000 руб.  в месяц,1,3 / 8,квартира,36 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-2-min-peshkom-ot-metro-profsoyuznaya-advert763824577.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/37/15/43e3f271b-450x600-763824577-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/37/15/bc8c6bf63-380x285-763824577-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/37/15/3c502bb5c-500x375-763824577-orig.jpg']"
"1-комн. квартира, Краснопрудная ул, 11","Москва, Краснопрудная ул, 11",35 000 руб.  в месяц,1,2 / 8,квартира,36 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-3-min-peshkom-ot-metro-krasnoselskaya-advert763824471.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/44/cb/da26bcd8b-600x450-763824471-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/44/cb/dbd1e1cfe-300x400-763824471-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/44/cb/e5cc0c4c7-800x600-763824471-orig.jpg']"
"2-комн. квартира, Строителей ул, 6к1","Москва, Строителей ул, 6к1",45 000 руб.  в месяц,2,6 / 8,квартира,45 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-45-kv-m-6-min-peshkom-ot-metro-universitet-advert763824584.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/1e/18/7281887f9-600x600-763824584-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/1e/18/bc1284980-448x336-763824584-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/1e/18/217933c00-604x453-763824584-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/1e/18/e7e1b5c83-600x419-763824584-orig.jpg']"
"2-комн. квартира, Никитский б-р, 15/16","Москва, Никитский б-р, 15/16",80 000 руб.  в месяц,2,5 / 6,квартира,42 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-8-min-peshkom-ot-metro-arbatskaya-advert763823446.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/04/5f/d3a9fb4b6-480x360-763823446-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/04/5f/e2eb23f7c-800x554-763823446-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/04/5f/b5eda3dbf-640x480-763823446-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/04/5f/52ea4e92c-600x450-763823446-orig.jpg']"
"5-комн. квартира, Проточный пер, 11","Москва, Проточный пер, 11",350 000 руб.  в месяц,5,7 / 10,квартира,90 м2,14 апреля,https://irr.ru/real-estate/rent/5-komnatnaya-kvartira-90-kv-m-7-min-peshkom-ot-metro-smolenskaya-advert763823270.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/09/8c/a6841b233-449x600-763823270-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/09/8c/758ea628a-450x600-763823270-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/09/8c/f65a05133-448x336-763823270-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/09/8c/4b82175e1-640x427-763823270-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/09/8c/0c6dfa0aa-640x480-763823270-orig.jpg']"
"4-комн. квартира, Трофимова ул, 2/1","Москва, Трофимова ул, 2/1",140 000 руб.  в месяц,4,3 / 9,квартира,80 м2,14 апреля,https://irr.ru/real-estate/rent/4-komnatnaya-kvartira-80-kv-m-7-min-peshkom-ot-metro-avtozavodskaya-advert763823220.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/14/97/f7ad2b68b-600x450-763823220-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/14/97/2523b30af-604x453-763823220-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/14/97/8c910f8d7-604x418-763823220-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/14/97/37b4429c7-600x450-763823220-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/14/97/5f4fcb20c-400x600-763823220-orig.jpg']"
"1-комн. квартира, Тульская М. ул, 6","Москва, Тульская М. ул, 6",39 000 руб.  в месяц,1,5 / 9,квартира,38 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-38-kv-m-6-min-peshkom-ot-metro-tulskaya-advert763823213.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/50/81/36fbe130e-380x285-763823213-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/50/81/97e60992d-604x402-763823213-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/50/81/f3ae69c96-380x285-763823213-orig.jpg']"
"1-комн. квартира, Автозаводская ул, 3","Москва, Автозаводская ул, 3",39 000 руб.  в месяц,1,2 / 10,квартира,38 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-38-kv-m-7-min-peshkom-ot-metro-avtozavodskaya-advert763823249.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/bf/70/01a5efd18-800x600-763823249-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/bf/70/3a588aa84-380x285-763823249-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/bf/70/a8c414245-800x600-763823249-orig.jpg']"
"3-комн. квартира, Кривоарбатский пер, 12","Москва, Кривоарбатский пер, 12",100 000 руб.  в месяц,3,4 / 6,квартира,65 м2,14 апреля,https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-65-kv-m-7-min-peshkom-ot-metro-smolenskaya-advert763823294.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/63/31/90ba826a8-604x453-763823294-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/63/31/49a956183-604x453-763823294-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/63/31/e8bb97fdd-490x368-763823294-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/63/31/84759bfe8-604x453-763823294-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/63/31/98349afae-604x453-763823294-orig.jpg']"
"2-комн. квартира, Спасоналивковский 2-й пер, 16","Москва, Спасоналивковский 2-й пер, 16",50 000 руб.  в месяц,2,7 / 9,квартира,42 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-7-min-peshkom-ot-metro-polyanka-advert763823248.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/2c/f0/168969753-800x533-763823248-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/2c/f0/163383641-800x353-763823248-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/2c/f0/44f70f3cf-800x353-763823248-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/2c/f0/cf698f311-800x353-763823248-orig.jpg']"
"1-комн. квартира, Красного Маяка ул, 4к2","Москва, Красного Маяка ул, 4к2",30 000 руб.  в месяц,1,4 / 9,квартира,36 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-7-min-peshkom-ot-metro-prazhskaya-advert763823236.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/b3/9c/64a7f4d86-638x442-763823236-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b3/9c/95237a1e6-637x440-763823236-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b3/9c/8f985c7a4-639x441-763823236-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b3/9c/a93b45d55-640x441-763823236-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/b3/9c/2cd380e13-641x439-763823236-orig.jpg']"
"1-комн. квартира, Спасоналивковский 2-й пер, 16","Москва, Спасоналивковский 2-й пер, 16",40 000 руб.  в месяц,1,4 / 9,квартира,36 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-7-min-peshkom-ot-metro-polyanka-advert763823262.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/09/df/e0e10c12d-600x448-763823262-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/09/df/7fda623d6-448x299-763823262-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/09/df/67e755c7a-480x360-763823262-orig.jpg']"
"1-комн. квартира, Филёвская Б. ул, 21/19к3","Москва, Филёвская Б. ул, 21/19к3",36 000 руб.  в месяц,1,5 / 7,квартира,36 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-8-min-peshkom-ot-metro-bagrationovskaya-advert763823407.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/04/3d/c11572789-338x545-763823407-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/04/3d/7672131eb-338x545-763823407-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/04/3d/b722d8859-338x545-763823407-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/04/3d/0ad4c214d-338x545-763823407-orig.jpg']"
"2-комн. квартира, Садовая-Спасская ул, 17/2","Москва, Садовая-Спасская ул, 17/2",40 000 руб.  в месяц,2,2 / 8,квартира,42 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-4-min-peshkom-ot-metro-krasnye-vorota-advert763823250.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/e1/35/f37480e10-540x600-763823250-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/e1/35/34b066069-800x406-763823250-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/e1/35/a46db903e-540x600-763823250-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/e1/35/ae31917ce-639x395-763823250-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/e1/35/385c4da70-540x600-763823250-orig.jpg']"
"2-комн. квартира, Серпуховская Б. ул, 38с2","Москва, Серпуховская Б. ул, 38с2",50 000 руб.  в месяц,2,2 / 7,квартира,42 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-8-min-peshkom-ot-metro-dobryninskaya-advert763823281.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/c0/da/b110d91f2-480x390-763823281-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/c0/da/765ddb62c-501x408-763823281-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/c0/da/bc0333a79-351x285-763823281-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/c0/da/9f898994a-498x332-763823281-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/c0/da/ecb30119e-484x393-763823281-orig.jpg']"
"5-комн. квартира, Парковая 3-я ул, 14к2","Москва, Парковая 3-я ул, 14к2",90 000 руб.  в месяц,5,8 / 9,квартира,90 м2,14 апреля,https://irr.ru/real-estate/rent/5-komnatnaya-kvartira-90-kv-m-6-min-peshkom-ot-metro-izmaylovskaya-advert763823279.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/9b/6f/d6c8323b9-336x448-763823279-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9b/6f/68d509240-450x600-763823279-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9b/6f/6b8a7391e-450x600-763823279-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9b/6f/e49454a34-380x285-763823279-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9b/6f/720c3f623-270x360-763823279-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/9b/6f/1d7774d15-450x600-763823279-orig.jpg']"
"2-комн. квартира, Ефремова ул, 14","Москва, Ефремова ул, 14",50 000 руб.  в месяц,2,4 / 9,квартира,42 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-7-min-peshkom-ot-metro-sportivnaya-advert763823286.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/3b/cf/a4dd42bd9-482x600-763823286-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/3b/cf/a0e1a6ddc-580x600-763823286-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/3b/cf/9e0aeb0bd-800x519-763823286-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/3b/cf/2386a7736-800x519-763823286-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/3b/cf/dab919cbc-800x533-763823286-orig.jpg']"
"1-комн. квартира, Смоленская ул, 6","Москва, Смоленская ул, 6",60 000 руб.  в месяц,1,5 / 7,квартира,36 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-4-min-peshkom-ot-metro-smolenskaya-advert763823235.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/63/5b/9424e92e8-574x415-763823235-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/63/5b/87d996d33-300x200-763823235-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/63/5b/7d6ce39f0-450x600-763823235-orig.jpg']"
"5-комн. квартира, Ленинградский пр-кт, 60к2","Москва, Ленинградский пр-кт, 60к2",150 000 руб.  в месяц,5,5 / 6,квартира,90 м2,14 апреля,https://irr.ru/real-estate/rent/5-komnatnaya-kvartira-90-kv-m-3-min-peshkom-ot-metro-aeroport-advert763823393.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/82/8e/a17c15278-604x453-763823393-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/82/8e/612bf8d24-604x453-763823393-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/82/8e/bfb9f9522-604x453-763823393-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/82/8e/f8bc4f89b-448x336-763823393-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/82/8e/530bbd63c-450x600-763823393-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/82/8e/a59a09cc6-604x453-763823393-orig.jpg']"
"2-комн. квартира, Энтузиастов ш, 13","Москва, Энтузиастов ш, 13",47 000 руб.  в месяц,2,5 / 8,квартира,45 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-45-kv-m-3-min-peshkom-ot-metro-aviamotornaya-advert763823343.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/79/f8/d56881495-604x402-763823343-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/79/f8/76ed8c054-468x600-763823343-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/79/f8/fdfb65115-690x514-763823343-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/79/f8/0e0ee04c6-600x480-763823343-orig.jpg']"
"2-комн. квартира, Строителей ул, 17к1","Москва, Строителей ул, 17к1",40 000 руб.  в месяц,2,2 / 7,квартира,42 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-6-min-peshkom-ot-metro-universitet-advert763823381.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/47/8c/724fe4769-635x360-763823381-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/47/8c/c6d1825ec-355x374-763823381-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/47/8c/b65567c4d-635x379-763823381-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/47/8c/2689be8e7-355x379-763823381-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/47/8c/7f6133f88-355x368-763823381-orig.jpg']"
"3-комн. квартира, Динамовская ул, 4","Москва, Динамовская ул, 4",80 000 руб.  в месяц,3,6 / 9,квартира,80 м2,14 апреля,https://irr.ru/real-estate/rent/3-komnatnaya-kvartira-80-kv-m-6-min-peshkom-ot-metro-proletarskaya-advert763823406.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/a6/5f/a242132e7-604x453-763823406-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a6/5f/3b3da8dfe-448x600-763823406-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a6/5f/a90cca16f-600x450-763823406-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a6/5f/ae36f2f04-600x450-763823406-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/a6/5f/e32af2268-600x402-763823406-orig.jpg']"
"2-комн. квартира, Южнобутовская ул, 9","Москва, Южнобутовская ул, 9",35 000 руб.  в месяц,2,4 / 10,квартира,42 м2,14 апреля,https://irr.ru/real-estate/rent/2-komnatnaya-kvartira-42-kv-m-2-min-peshkom-ot-metro-bulvar-admirala-ushakova-advert763823374.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/26/6c/34cd38085-640x310-763823374-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/26/6c/ab6be490b-640x310-763823374-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/26/6c/9551f8a24-270x430-763823374-orig.jpg']"
"1-комн. квартира, Шипиловская ул, 6к2","Москва, Шипиловская ул, 6к2",33 000 руб.  в месяц,1,6 / 9,квартира,36 м2,14 апреля,https://irr.ru/real-estate/rent/1-komnatnaya-kvartira-36-kv-m-7-min-peshkom-ot-metro-orehovo-advert763823398.html,"['https://monolith1.izrukvruki.ru/img/catalog/i3/20/c4/9090f5851-360x430-763823398-orig.jpg', 'https://monolith1.izrukvruki.ru/img/catalog/i3/20/c4/38ed2c2b7-600x400-763823398-orig.jpg']"
